"Location" "sample" "value"
166 "Bat" 0
167 "Bat" 0
168 "Bat" 0
169 "Bat" 0
170 "Bat" 0
171 "Bat" 0
172 "Bat" 0
173 "Bat" 0
174 "Bat" 0
175 "Bat" 0
176 "Bat" 0
177 "Bat" 0
178 "Bat" 0
179 "Bat" 0
180 "Bat" 0
181 "Bat" 0
182 "Bat" 0
183 "Bat" 0
184 "Bat" 0
185 "Bat" 0
186 "Bat" 0
187 "Bat" 0
188 "Bat" 0
189 "Bat" 0
190 "Bat" 0
191 "Bat" 0
192 "Bat" 0
193 "Bat" 0
194 "Bat" 0
195 "Bat" 0
196 "Bat" 0
197 "Bat" 0
198 "Bat" 0
199 "Bat" 0
200 "Bat" 0
201 "Bat" 0
202 "Bat" 0
203 "Bat" 0
204 "Bat" 0
205 "Bat" 0
206 "Bat" 0
207 "Bat" 0
208 "Bat" 0
209 "Bat" 0
210 "Bat" 0
211 "Bat" 0
212 "Bat" 0
213 "Bat" 0
214 "Bat" 0
215 "Bat" 0
216 "Bat" 0
217 "Bat" 0
218 "Bat" 0
219 "Bat" 0
220 "Bat" 0
221 "Bat" 0
222 "Bat" 0
223 "Bat" 0
224 "Bat" 0
225 "Bat" 0
226 "Bat" 0
227 "Bat" 0
228 "Bat" 0.482
229 "Bat" 0.482
230 "Bat" 0.482
231 "Bat" 0.482
232 "Bat" 0.482
233 "Bat" 0.482
234 "Bat" 0.482
235 "Bat" 0.482
236 "Bat" 0
237 "Bat" 0
238 "Bat" 0
239 "Bat" 0
240 "Bat" 0
241 "Bat" 0
242 "Bat" 0
243 "Bat" 0
244 "Bat" 0
245 "Bat" 0
246 "Bat" 0
247 "Bat" 0
248 "Bat" 0
249 "Bat" 0
250 "Bat" 0
251 "Bat" 0
252 "Bat" 0
253 "Bat" 0
254 "Bat" 0
255 "Bat" 0
256 "Bat" 0
257 "Bat" 0
258 "Bat" 0
259 "Bat" 0
260 "Bat" 0
261 "Bat" 0
262 "Bat" 0
263 "Bat" 0
264 "Bat" 0
265 "Bat" 0
266 "Bat" 0
267 "Bat" 0
268 "Bat" 0.482
269 "Bat" 0.482
270 "Bat" 0.482
271 "Bat" 0.482
272 "Bat" 0.482
273 "Bat" 0.482
274 "Bat" 0.482
275 "Bat" 0.963
276 "Bat" 0.963
277 "Bat" 0.963
278 "Bat" 0.482
279 "Bat" 0.482
280 "Bat" 0.482
281 "Bat" 0.482
282 "Bat" 0.482
283 "Bat" 0
284 "Bat" 0
285 "Bat" 0
286 "Bat" 0
287 "Bat" 0
288 "Bat" 0
289 "Bat" 0
290 "Bat" 0
291 "Bat" 0
292 "Bat" 0
293 "Bat" 0
294 "Bat" 0
295 "Bat" 0
296 "Bat" 0
297 "Bat" 0
298 "Bat" 0
299 "Bat" 0
300 "Bat" 0
301 "Bat" 0
302 "Bat" 0
303 "Bat" 0
304 "Bat" 0
305 "Bat" 0
306 "Bat" 0
307 "Bat" 0
308 "Bat" 0
309 "Bat" 0
310 "Bat" 0
311 "Bat" 0
312 "Bat" 0
313 "Bat" 0
314 "Bat" 0
315 "Bat" 0
316 "Bat" 0.963
317 "Bat" 0.963
318 "Bat" 0.963
319 "Bat" 0.963
320 "Bat" 0.963
321 "Bat" 0.963
322 "Bat" 0.963
323 "Bat" 1.445
324 "Bat" 0.482
325 "Bat" 0.482
326 "Bat" 0.482
327 "Bat" 0.482
328 "Bat" 0.482
329 "Bat" 0.482
330 "Bat" 0.482
331 "Bat" 0
332 "Bat" 0
333 "Bat" 0
334 "Bat" 0
335 "Bat" 0
336 "Bat" 0
337 "Bat" 0
338 "Bat" 0
339 "Bat" 0
340 "Bat" 0
341 "Bat" 0
342 "Bat" 0
343 "Bat" 0
344 "Bat" 0
345 "Bat" 0
346 "Bat" 0
347 "Bat" 0
348 "Bat" 0
349 "Bat" 0
350 "Bat" 0
351 "Bat" 0
352 "Bat" 0
353 "Bat" 0
354 "Bat" 0
355 "Bat" 0
356 "Bat" 0
357 "Bat" 0
358 "Bat" 0
359 "Bat" 0
360 "Bat" 0
361 "Bat" 0
362 "Bat" 0
363 "Bat" 0
364 "Bat" 0
365 "Bat" 0
366 "Bat" 0
367 "Bat" 0
368 "Bat" 0
369 "Bat" 0
370 "Bat" 0
371 "Bat" 0
372 "Bat" 0
373 "Bat" 0
374 "Bat" 0
375 "Bat" 0
376 "Bat" 0
377 "Bat" 0
378 "Bat" 0
379 "Bat" 0
380 "Bat" 0
381 "Bat" 0
382 "Bat" 0
383 "Bat" 0
384 "Bat" 0
385 "Bat" 0
386 "Bat" 0
387 "Bat" 0
388 "Bat" 0
389 "Bat" 0
390 "Bat" 0
391 "Bat" 0
392 "Bat" 0
393 "Bat" 0
394 "Bat" 0
395 "Bat" 0
396 "Bat" 0
397 "Bat" 0
398 "Bat" 0
399 "Bat" 0.482
400 "Bat" 0.482
401 "Bat" 0.482
402 "Bat" 0.482
403 "Bat" 0.482
404 "Bat" 0.482
405 "Bat" 0.482
406 "Bat" 0.482
407 "Bat" 0
408 "Bat" 0.482
409 "Bat" 0.482
410 "Bat" 0.963
411 "Bat" 0.963
412 "Bat" 0.963
413 "Bat" 0.963
414 "Bat" 0.963
415 "Bat" 0.963
416 "Bat" 0.482
417 "Bat" 0.482
418 "Bat" 0
419 "Bat" 0
420 "Bat" 0
421 "Bat" 0
422 "Bat" 0
423 "Bat" 0
424 "Bat" 0
425 "Bat" 0.482
426 "Bat" 0.482
427 "Bat" 0.482
428 "Bat" 0.482
429 "Bat" 0.963
430 "Bat" 1.445
431 "Bat" 1.445
432 "Bat" 1.445
433 "Bat" 1.445
434 "Bat" 0.963
435 "Bat" 0.963
436 "Bat" 0.963
437 "Bat" 0.963
438 "Bat" 0
439 "Bat" 0
440 "Bat" 0
441 "Bat" 0
442 "Bat" 0
443 "Bat" 0
444 "Bat" 0
445 "Bat" 0
446 "Bat" 0
447 "Bat" 0
448 "Bat" 0
449 "Bat" 0
450 "Bat" 0
451 "Bat" 0
452 "Bat" 0
453 "Bat" 0
454 "Bat" 0
455 "Bat" 0
456 "Bat" 0
457 "Bat" 0
458 "Bat" 0
459 "Bat" 0
460 "Bat" 0.482
461 "Bat" 0.482
462 "Bat" 0.482
463 "Bat" 0.482
464 "Bat" 0.482
465 "Bat" 0.482
466 "Bat" 0.482
467 "Bat" 0.482
468 "Bat" 0
469 "Bat" 0
470 "Bat" 0
471 "Bat" 0
472 "Bat" 0
473 "Bat" 0
474 "Bat" 0
475 "Bat" 0
476 "Bat" 0
477 "Bat" 0
478 "Bat" 0
479 "Bat" 0
480 "Bat" 0
481 "Bat" 0
482 "Bat" 0
483 "Bat" 0
484 "Bat" 0
485 "Bat" 0
486 "Bat" 0
487 "Bat" 0
488 "Bat" 0
489 "Bat" 0
490 "Bat" 0
491 "Bat" 0
492 "Bat" 0
493 "Bat" 0
494 "Bat" 0
495 "Bat" 0
496 "Bat" 0
497 "Bat" 0
498 "Bat" 0
499 "Bat" 0
500 "Bat" 0
501 "Bat" 0
502 "Bat" 0
503 "Bat" 0
504 "Bat" 0
505 "Bat" 0
506 "Bat" 0
507 "Bat" 0
508 "Bat" 0
509 "Bat" 0
510 "Bat" 0
511 "Bat" 0
512 "Bat" 0
513 "Bat" 0
514 "Bat" 0
515 "Bat" 0
516 "Bat" 0
517 "Bat" 0
518 "Bat" 0
519 "Bat" 0
520 "Bat" 0
521 "Bat" 0
522 "Bat" 0
523 "Bat" 0
524 "Bat" 0
525 "Bat" 0
526 "Bat" 0
527 "Bat" 0
528 "Bat" 0
529 "Bat" 0
530 "Bat" 0
531 "Bat" 0
532 "Bat" 0
533 "Bat" 0
534 "Bat" 0
535 "Bat" 0
536 "Bat" 0
537 "Bat" 0
538 "Bat" 0
539 "Bat" 0
540 "Bat" 0
541 "Bat" 0
542 "Bat" 0.482
543 "Bat" 0.482
544 "Bat" 0.482
545 "Bat" 0.482
546 "Bat" 0.482
547 "Bat" 0.482
548 "Bat" 0.482
549 "Bat" 0.482
550 "Bat" 0
551 "Bat" 0
552 "Bat" 0
553 "Bat" 0
554 "Bat" 0
555 "Bat" 0
556 "Bat" 0
557 "Bat" 0
558 "Bat" 0
559 "Bat" 0
560 "Bat" 0
561 "Bat" 0
562 "Bat" 0
563 "Bat" 0
564 "Bat" 0
565 "Bat" 0
566 "Bat" 0
567 "Bat" 0
568 "Bat" 0
569 "Bat" 0
570 "Bat" 0
571 "Bat" 0
572 "Bat" 0
573 "Bat" 0
574 "Bat" 0.482
575 "Bat" 0.482
576 "Bat" 0.482
577 "Bat" 0.482
578 "Bat" 0.963
579 "Bat" 0.963
580 "Bat" 1.445
581 "Bat" 1.445
582 "Bat" 0.963
583 "Bat" 0.963
584 "Bat" 0.963
585 "Bat" 0.963
586 "Bat" 0.482
587 "Bat" 0.482
588 "Bat" 0
589 "Bat" 0
590 "Bat" 0
591 "Bat" 0
592 "Bat" 0
593 "Bat" 0
594 "Bat" 0
595 "Bat" 0
596 "Bat" 0
597 "Bat" 0
598 "Bat" 0
599 "Bat" 0
600 "Bat" 0
601 "Bat" 0
602 "Bat" 0
603 "Bat" 0
604 "Bat" 0
605 "Bat" 0
606 "Bat" 0
607 "Bat" 0
608 "Bat" 0
609 "Bat" 0
610 "Bat" 0
611 "Bat" 0
612 "Bat" 0
613 "Bat" 0
614 "Bat" 0
615 "Bat" 0
616 "Bat" 0
617 "Bat" 0
618 "Bat" 0
619 "Bat" 0
620 "Bat" 0
621 "Bat" 0
622 "Bat" 0
623 "Bat" 0
624 "Bat" 0
625 "Bat" 0
626 "Bat" 0
627 "Bat" 0
628 "Bat" 0
629 "Bat" 0
630 "Bat" 0
631 "Bat" 0
632 "Bat" 0
633 "Bat" 0
634 "Bat" 0
635 "Bat" 0
636 "Bat" 0
637 "Bat" 0
638 "Bat" 0
639 "Bat" 0
640 "Bat" 0
641 "Bat" 0
642 "Bat" 0
643 "Bat" 0
644 "Bat" 0
645 "Bat" 0
646 "Bat" 0
647 "Bat" 0
648 "Bat" 0
649 "Bat" 0
650 "Bat" 0
651 "Bat" 0
652 "Bat" 0
653 "Bat" 0.482
654 "Bat" 0.963
655 "Bat" 0.963
656 "Bat" 0.963
657 "Bat" 0.963
658 "Bat" 0.963
659 "Bat" 0.963
660 "Bat" 0.963
661 "Bat" 0.482
662 "Bat" 0
663 "Bat" 0
664 "Bat" 0
665 "Bat" 0
666 "Bat" 0
667 "Bat" 0
668 "Bat" 0
669 "Bat" 0
670 "Bat" 0
671 "Bat" 0
672 "Bat" 0
673 "Bat" 0
674 "Bat" 0
675 "Bat" 0
676 "Bat" 0
677 "Bat" 0
678 "Bat" 0
679 "Bat" 0
680 "Bat" 0
681 "Bat" 0
682 "Bat" 0
683 "Bat" 0
684 "Bat" 0
685 "Bat" 0
686 "Bat" 0
687 "Bat" 0
688 "Bat" 0
689 "Bat" 0.963
690 "Bat" 0.963
691 "Bat" 0.963
692 "Bat" 0.963
693 "Bat" 0.963
694 "Bat" 0.963
695 "Bat" 0.963
696 "Bat" 0.963
697 "Bat" 0
698 "Bat" 0
699 "Bat" 0
700 "Bat" 0
701 "Bat" 0
702 "Bat" 0
703 "Bat" 0
704 "Bat" 0
705 "Bat" 0
706 "Bat" 0
707 "Bat" 0
708 "Bat" 0
709 "Bat" 0
710 "Bat" 0
711 "Bat" 0
712 "Bat" 0
713 "Bat" 0
714 "Bat" 0.482
715 "Bat" 0.482
716 "Bat" 0.482
717 "Bat" 0.482
718 "Bat" 0.482
719 "Bat" 0.482
720 "Bat" 0.482
721 "Bat" 0.482
722 "Bat" 0
723 "Bat" 0
724 "Bat" 0
725 "Bat" 0
726 "Bat" 0.963
727 "Bat" 0.963
728 "Bat" 1.445
729 "Bat" 1.927
730 "Bat" 2.409
731 "Bat" 3.372
732 "Bat" 3.854
733 "Bat" 3.854
734 "Bat" 3.854
735 "Bat" 3.854
736 "Bat" 2.89
737 "Bat" 2.89
738 "Bat" 2.409
739 "Bat" 1.927
740 "Bat" 0.482
741 "Bat" 0.963
742 "Bat" 0.482
743 "Bat" 0.482
744 "Bat" 0.963
745 "Bat" 0.963
746 "Bat" 0.963
747 "Bat" 0.963
748 "Bat" 0.963
749 "Bat" 0.963
750 "Bat" 0.963
751 "Bat" 0.482
752 "Bat" 0
753 "Bat" 0
754 "Bat" 0
755 "Bat" 0
756 "Bat" 0
757 "Bat" 0
758 "Bat" 0
759 "Bat" 0
760 "Bat" 0
761 "Bat" 0
762 "Bat" 0
763 "Bat" 0
764 "Bat" 0
765 "Bat" 0
766 "Bat" 0
767 "Bat" 0
768 "Bat" 0
769 "Bat" 0
770 "Bat" 0
771 "Bat" 0
772 "Bat" 0
773 "Bat" 0
774 "Bat" 0
775 "Bat" 0
776 "Bat" 0
777 "Bat" 0
778 "Bat" 0
779 "Bat" 0
780 "Bat" 0
781 "Bat" 0
782 "Bat" 0.482
783 "Bat" 0.482
784 "Bat" 0.482
785 "Bat" 0.482
786 "Bat" 0.482
787 "Bat" 0.482
788 "Bat" 0.482
789 "Bat" 0.482
790 "Bat" 0
791 "Bat" 0
792 "Bat" 0
793 "Bat" 0
794 "Bat" 0
795 "Bat" 0
796 "Bat" 0
797 "Bat" 0
798 "Bat" 0
799 "Bat" 0
800 "Bat" 0
801 "Bat" 0
802 "Bat" 0
803 "Bat" 0
804 "Bat" 0
805 "Bat" 0
806 "Bat" 0
807 "Bat" 0
808 "Bat" 0
809 "Bat" 0
810 "Bat" 0
811 "Bat" 0
812 "Bat" 0
813 "Bat" 0
814 "Bat" 0
815 "Bat" 0
816 "Bat" 0
817 "Bat" 0
818 "Bat" 0
819 "Bat" 0
820 "Bat" 0
821 "Bat" 0
822 "Bat" 0
823 "Bat" 0
824 "Bat" 0
825 "Bat" 0
826 "Bat" 0
827 "Bat" 0
828 "Bat" 0
829 "Bat" 0
830 "Bat" 0
831 "Bat" 0
832 "Bat" 0
833 "Bat" 0
834 "Bat" 0
835 "Bat" 0
836 "Bat" 0
837 "Bat" 0
838 "Bat" 0
839 "Bat" 0
840 "Bat" 0
841 "Bat" 0
842 "Bat" 0
843 "Bat" 0
844 "Bat" 0
845 "Bat" 0
846 "Bat" 0
847 "Bat" 0
848 "Bat" 0
849 "Bat" 0
850 "Bat" 0
851 "Bat" 0
852 "Bat" 0
853 "Bat" 0
854 "Bat" 0
855 "Bat" 0
856 "Bat" 0
857 "Bat" 0
858 "Bat" 0
859 "Bat" 0
860 "Bat" 0
861 "Bat" 0
862 "Bat" 0
863 "Bat" 0
864 "Bat" 0
865 "Bat" 0
866 "Bat" 0
867 "Bat" 0
868 "Bat" 0
869 "Bat" 0
870 "Bat" 0
871 "Bat" 0
872 "Bat" 0
873 "Bat" 0
874 "Bat" 0
875 "Bat" 0
876 "Bat" 0
877 "Bat" 0
878 "Bat" 0
879 "Bat" 0
880 "Bat" 0
881 "Bat" 0
882 "Bat" 0
883 "Bat" 0
884 "Bat" 0
885 "Bat" 0
886 "Bat" 0
887 "Bat" 0
888 "Bat" 0
889 "Bat" 0
890 "Bat" 0
891 "Bat" 0
892 "Bat" 0
893 "Bat" 0.963
894 "Bat" 0.963
895 "Bat" 0.963
896 "Bat" 0.963
897 "Bat" 0.963
898 "Bat" 0.963
899 "Bat" 0.963
900 "Bat" 0.963
901 "Bat" 0
902 "Bat" 0
903 "Bat" 0
904 "Bat" 0
905 "Bat" 0
906 "Bat" 0
907 "Bat" 0
908 "Bat" 0
909 "Bat" 0
910 "Bat" 0
911 "Bat" 0
912 "Bat" 0
913 "Bat" 0
914 "Bat" 0
915 "Bat" 0
916 "Bat" 0
917 "Bat" 0
918 "Bat" 0
919 "Bat" 0
920 "Bat" 0
921 "Bat" 0
922 "Bat" 0
923 "Bat" 0
924 "Bat" 0
925 "Bat" 0
926 "Bat" 0
927 "Bat" 0
928 "Bat" 0
929 "Bat" 0
930 "Bat" 0
931 "Bat" 0
932 "Bat" 0
933 "Bat" 0
934 "Bat" 0
935 "Bat" 0
936 "Bat" 0
937 "Bat" 0
938 "Bat" 0
939 "Bat" 0
940 "Bat" 0
941 "Bat" 0
942 "Bat" 0
943 "Bat" 0
944 "Bat" 0
945 "Bat" 0
946 "Bat" 0
947 "Bat" 0
948 "Bat" 0
949 "Bat" 0
950 "Bat" 0
951 "Bat" 0
952 "Bat" 0
953 "Bat" 0
954 "Bat" 0
955 "Bat" 0
956 "Bat" 0
957 "Bat" 0
958 "Bat" 0.963
959 "Bat" 1.445
960 "Bat" 1.445
961 "Bat" 1.445
962 "Bat" 0.963
963 "Bat" 0.963
964 "Bat" 0.963
965 "Bat" 1.445
966 "Bat" 0.963
967 "Bat" 0.482
968 "Bat" 0.482
969 "Bat" 0.482
970 "Bat" 0.482
971 "Bat" 0.482
972 "Bat" 0.482
973 "Bat" 0
974 "Bat" 0.482
975 "Bat" 0.482
976 "Bat" 0.482
977 "Bat" 0.482
978 "Bat" 0.482
979 "Bat" 0.482
980 "Bat" 0.482
981 "Bat" 0.482
982 "Bat" 0
983 "Bat" 0
984 "Bat" 0
985 "Bat" 0
986 "Bat" 0
987 "Bat" 0
988 "Bat" 0
989 "Bat" 0
990 "Bat" 0
991 "Bat" 0
992 "Bat" 0
993 "Bat" 0
994 "Bat" 0
995 "Bat" 0
996 "Bat" 0
997 "Bat" 0
998 "Bat" 0
999 "Bat" 0
1000 "Bat" 0
1001 "Bat" 0
1002 "Bat" 0
1003 "Bat" 0.482
1004 "Bat" 0.482
1005 "Bat" 0.482
1006 "Bat" 0.482
1007 "Bat" 0.482
1008 "Bat" 0.482
1009 "Bat" 0.482
1010 "Bat" 0.482
1011 "Bat" 0.482
1012 "Bat" 0
1013 "Bat" 0
1014 "Bat" 0
1015 "Bat" 0
1016 "Bat" 0
1017 "Bat" 0
1018 "Bat" 0
1019 "Bat" 0
1020 "Bat" 0
1021 "Bat" 0.482
1022 "Bat" 0.482
1023 "Bat" 0.482
1024 "Bat" 0.482
1025 "Bat" 0.482
1026 "Bat" 0.482
1027 "Bat" 0.482
1028 "Bat" 0.482
1029 "Bat" 0
1030 "Bat" 0
1031 "Bat" 0
1032 "Bat" 0
1033 "Bat" 0
1034 "Bat" 0
1035 "Bat" 0
1036 "Bat" 0
1037 "Bat" 0
1038 "Bat" 0
1039 "Bat" 0
1040 "Bat" 0
1041 "Bat" 0
1042 "Bat" 0
1043 "Bat" 0
1044 "Bat" 0.482
1045 "Bat" 0.482
1046 "Bat" 0.482
1047 "Bat" 0.482
1048 "Bat" 0.482
1049 "Bat" 0.482
1050 "Bat" 0.963
1051 "Bat" 0.963
1052 "Bat" 0.482
1053 "Bat" 0.482
1054 "Bat" 0.482
1055 "Bat" 0.482
1056 "Bat" 0.482
1057 "Bat" 0.482
1058 "Bat" 0.482
1059 "Bat" 0.482
1060 "Bat" 0
1061 "Bat" 0
1062 "Bat" 0
1063 "Bat" 0
1064 "Bat" 0
1065 "Bat" 0
1066 "Bat" 0
1067 "Bat" 0
1068 "Bat" 0
1069 "Bat" 0
1070 "Bat" 0
1071 "Bat" 0
1072 "Bat" 0
1073 "Bat" 0
1074 "Bat" 0
1075 "Bat" 0
1076 "Bat" 0
1077 "Bat" 0.482
1078 "Bat" 0.482
1079 "Bat" 0.482
1080 "Bat" 0.963
1081 "Bat" 0.963
1082 "Bat" 0.963
1083 "Bat" 0.963
1084 "Bat" 1.445
1085 "Bat" 1.445
1086 "Bat" 2.409
1087 "Bat" 2.89
1088 "Bat" 2.89
1089 "Bat" 2.89
1090 "Bat" 2.89
1091 "Bat" 3.372
1092 "Bat" 2.89
1093 "Bat" 2.409
1094 "Bat" 1.445
1095 "Bat" 0.963
1096 "Bat" 0.482
1097 "Bat" 0.482
1098 "Bat" 0.482
1099 "Bat" 0
1100 "Bat" 0
1101 "Bat" 0
1102 "Bat" 0
1103 "Bat" 0
1104 "Bat" 0
1105 "Bat" 0
1106 "Bat" 0
1107 "Bat" 0
1108 "Bat" 0
1109 "Bat" 0
1110 "Bat" 0
1111 "Bat" 0
1112 "Bat" 0
1113 "Bat" 0.482
1114 "Bat" 0.482
1115 "Bat" 0.482
1116 "Bat" 0.482
1117 "Bat" 0.482
1118 "Bat" 0.482
1119 "Bat" 0.482
1120 "Bat" 0.482
1121 "Bat" 0
1122 "Bat" 0
1123 "Bat" 0
1124 "Bat" 0
1125 "Bat" 0
1126 "Bat" 0
1127 "Bat" 0
1128 "Bat" 0.963
1129 "Bat" 1.445
1130 "Bat" 1.445
1131 "Bat" 1.445
1132 "Bat" 1.445
1133 "Bat" 1.445
1134 "Bat" 1.445
1135 "Bat" 2.409
1136 "Bat" 1.927
1137 "Bat" 1.445
1138 "Bat" 1.445
1139 "Bat" 2.409
1140 "Bat" 2.409
1141 "Bat" 2.89
1142 "Bat" 2.89
1143 "Bat" 2.409
1144 "Bat" 1.927
1145 "Bat" 1.445
1146 "Bat" 1.445
1147 "Bat" 0.963
1148 "Bat" 0.482
1149 "Bat" 0.963
1150 "Bat" 0.482
1151 "Bat" 0.482
1152 "Bat" 0.482
1153 "Bat" 0.482
1154 "Bat" 0.482
1155 "Bat" 0.482
1156 "Bat" 0.482
1157 "Bat" 0
1158 "Bat" 0
1159 "Bat" 0
1160 "Bat" 0
1161 "Bat" 0
1162 "Bat" 0
1163 "Bat" 0
1164 "Bat" 0
1165 "Bat" 0
1166 "Bat" 0
1167 "Bat" 0
1168 "Bat" 0
1169 "Bat" 0
1170 "Bat" 0
1171 "Bat" 0
1172 "Bat" 0
1173 "Bat" 0
1174 "Bat" 0
1175 "Bat" 0
1176 "Bat" 0
1177 "Bat" 0
1178 "Bat" 0
1179 "Bat" 0
1180 "Bat" 0
1181 "Bat" 0
1182 "Bat" 0
1183 "Bat" 0
1184 "Bat" 0
1185 "Bat" 0
1186 "Bat" 0
1187 "Bat" 0
1188 "Bat" 0
1189 "Bat" 0
1190 "Bat" 0
1191 "Bat" 0
1192 "Bat" 0
1193 "Bat" 0
1194 "Bat" 0
1195 "Bat" 0
1196 "Bat" 0
1197 "Bat" 0
1198 "Bat" 0
1199 "Bat" 0.482
1200 "Bat" 0.482
1201 "Bat" 0.482
1202 "Bat" 0.482
1203 "Bat" 0.482
1204 "Bat" 0.482
1205 "Bat" 0.482
1206 "Bat" 0.482
1207 "Bat" 0.482
1208 "Bat" 0.482
1209 "Bat" 0.482
1210 "Bat" 0.482
1211 "Bat" 0.482
1212 "Bat" 0.482
1213 "Bat" 0.482
1214 "Bat" 0.482
1215 "Bat" 0
1216 "Bat" 0
1217 "Bat" 0
1218 "Bat" 0
1219 "Bat" 0
1220 "Bat" 0.482
1221 "Bat" 0.482
1222 "Bat" 0.482
1223 "Bat" 0.963
1224 "Bat" 0.482
1225 "Bat" 0.482
1226 "Bat" 0.482
1227 "Bat" 0.482
1228 "Bat" 0.482
1229 "Bat" 0.482
1230 "Bat" 0.482
1231 "Bat" 0
1232 "Bat" 0
1233 "Bat" 0
1234 "Bat" 0
1235 "Bat" 0
1236 "Bat" 0
1237 "Bat" 0
1238 "Bat" 0
1239 "Bat" 0.482
1240 "Bat" 0.482
1241 "Bat" 0.482
1242 "Bat" 0.482
1243 "Bat" 0.963
1244 "Bat" 0.963
1245 "Bat" 0.963
1246 "Bat" 0.963
1247 "Bat" 0.963
1248 "Bat" 0.963
1249 "Bat" 0.963
1250 "Bat" 0.963
1251 "Bat" 0.482
1252 "Bat" 0.482
1253 "Bat" 0.482
1254 "Bat" 0
1255 "Bat" 0
1256 "Bat" 0
1257 "Bat" 0
1258 "Bat" 0
1259 "Bat" 0
1260 "Bat" 0
1261 "Bat" 0
1262 "Bat" 0
1263 "Bat" 0
1264 "Bat" 0
1265 "Bat" 0
1266 "Bat" 0
1267 "Bat" 0
1268 "Bat" 0
1269 "Bat" 0
1270 "Bat" 0
1271 "Bat" 0
1272 "Bat" 0
1273 "Bat" 0
1274 "Bat" 0
1275 "Bat" 0.482
1276 "Bat" 0.482
1277 "Bat" 0.482
1278 "Bat" 0.482
1279 "Bat" 0.482
1280 "Bat" 0.482
1281 "Bat" 0.482
1282 "Bat" 0.482
1283 "Bat" 0
1284 "Bat" 0
1285 "Bat" 0
1286 "Bat" 0
1287 "Bat" 0
1288 "Bat" 0
1289 "Bat" 0
1290 "Bat" 0
1291 "Bat" 0
