"Location";"sample";"value"
240;"Bat_avg";0
241;"Bat_avg";0
242;"Bat_avg";0
243;"Bat_avg";0
244;"Bat_avg";0
245;"Bat_avg";0
246;"Bat_avg";0
247;"Bat_avg";0
248;"Bat_avg";0
249;"Bat_avg";0
250;"Bat_avg";0
251;"Bat_avg";0
252;"Bat_avg";0
253;"Bat_avg";0
254;"Bat_avg";0
255;"Bat_avg";0
256;"Bat_avg";0
257;"Bat_avg";0
258;"Bat_avg";0
259;"Bat_avg";0
260;"Bat_avg";0.0241
261;"Bat_avg";0.07225
262;"Bat_avg";0.1204
263;"Bat_avg";0.16855
264;"Bat_avg";0.2167
265;"Bat_avg";0.26485
266;"Bat_avg";0.313
267;"Bat_avg";0.36115
268;"Bat_avg";0.4093
269;"Bat_avg";0.4334
270;"Bat_avg";0.4334
271;"Bat_avg";0.4334
272;"Bat_avg";0.4334
273;"Bat_avg";0.4334
274;"Bat_avg";0.4334
275;"Bat_avg";0.4334
276;"Bat_avg";0.4334
277;"Bat_avg";0.4334
278;"Bat_avg";0.4334
279;"Bat_avg";0.4334
280;"Bat_avg";0.4093
281;"Bat_avg";0.36115
282;"Bat_avg";0.313
283;"Bat_avg";0.26485
284;"Bat_avg";0.2167
285;"Bat_avg";0.16855
286;"Bat_avg";0.1204
287;"Bat_avg";0.07225
288;"Bat_avg";0.0241
289;"Bat_avg";0
290;"Bat_avg";0
291;"Bat_avg";0
292;"Bat_avg";0
293;"Bat_avg";0
294;"Bat_avg";0
295;"Bat_avg";0
296;"Bat_avg";0
297;"Bat_avg";0
298;"Bat_avg";0
299;"Bat_avg";0
300;"Bat_avg";0
301;"Bat_avg";0
302;"Bat_avg";0
303;"Bat_avg";0
304;"Bat_avg";0.0241
305;"Bat_avg";0.0482
306;"Bat_avg";0.0723
307;"Bat_avg";0.0964
308;"Bat_avg";0.1205
309;"Bat_avg";0.1446
310;"Bat_avg";0.1687
311;"Bat_avg";0.1928
312;"Bat_avg";0.1928
313;"Bat_avg";0.1928
314;"Bat_avg";0.1928
315;"Bat_avg";0.1928
316;"Bat_avg";0.1928
317;"Bat_avg";0.1928
318;"Bat_avg";0.1928
319;"Bat_avg";0.1928
320;"Bat_avg";0.1928
321;"Bat_avg";0.1928
322;"Bat_avg";0.1928
323;"Bat_avg";0.1928
324;"Bat_avg";0.1687
325;"Bat_avg";0.1446
326;"Bat_avg";0.1205
327;"Bat_avg";0.0964
328;"Bat_avg";0.0723
329;"Bat_avg";0.0482
330;"Bat_avg";0.0241
331;"Bat_avg";0
332;"Bat_avg";0
333;"Bat_avg";0
334;"Bat_avg";0
335;"Bat_avg";0
336;"Bat_avg";0
337;"Bat_avg";0
338;"Bat_avg";0
339;"Bat_avg";0
340;"Bat_avg";0
341;"Bat_avg";0
342;"Bat_avg";0
343;"Bat_avg";0
344;"Bat_avg";0
345;"Bat_avg";0
346;"Bat_avg";0
347;"Bat_avg";0.0241
348;"Bat_avg";0.0482
349;"Bat_avg";0.0723
350;"Bat_avg";0.0964
351;"Bat_avg";0.1205
352;"Bat_avg";0.1446
353;"Bat_avg";0.1687
354;"Bat_avg";0.1928
355;"Bat_avg";0.1928
356;"Bat_avg";0.1928
357;"Bat_avg";0.1928
358;"Bat_avg";0.1928
359;"Bat_avg";0.1928
360;"Bat_avg";0.1928
361;"Bat_avg";0.1928
362;"Bat_avg";0.1928
363;"Bat_avg";0.1928
364;"Bat_avg";0.1928
365;"Bat_avg";0.1928
366;"Bat_avg";0.1928
367;"Bat_avg";0.1687
368;"Bat_avg";0.1446
369;"Bat_avg";0.1205
370;"Bat_avg";0.0964
371;"Bat_avg";0.0723
372;"Bat_avg";0.0482
373;"Bat_avg";0.0241
374;"Bat_avg";0
375;"Bat_avg";0
376;"Bat_avg";0
377;"Bat_avg";0
378;"Bat_avg";0
379;"Bat_avg";0
380;"Bat_avg";0
381;"Bat_avg";0
382;"Bat_avg";0
383;"Bat_avg";0
384;"Bat_avg";0.0241
385;"Bat_avg";0.0482
386;"Bat_avg";0.0723
387;"Bat_avg";0.12045
388;"Bat_avg";0.1686
389;"Bat_avg";0.21675
390;"Bat_avg";0.2649
391;"Bat_avg";0.31305
392;"Bat_avg";0.33715
393;"Bat_avg";0.36125
394;"Bat_avg";0.38535
395;"Bat_avg";0.38535
396;"Bat_avg";0.38535
397;"Bat_avg";0.38535
398;"Bat_avg";0.38535
399;"Bat_avg";0.38535
400;"Bat_avg";0.38535
401;"Bat_avg";0.38535
402;"Bat_avg";0.38535
403;"Bat_avg";0.38535
404;"Bat_avg";0.36125
405;"Bat_avg";0.33715
406;"Bat_avg";0.31305
407;"Bat_avg";0.2649
408;"Bat_avg";0.21675
409;"Bat_avg";0.1686
410;"Bat_avg";0.12045
411;"Bat_avg";0.0723
412;"Bat_avg";0.0482
413;"Bat_avg";0.0482
414;"Bat_avg";0.07225
415;"Bat_avg";0.1204
416;"Bat_avg";0.16855
417;"Bat_avg";0.2167
418;"Bat_avg";0.26485
419;"Bat_avg";0.313
420;"Bat_avg";0.36115
421;"Bat_avg";0.38525
422;"Bat_avg";0.38525
423;"Bat_avg";0.38525
424;"Bat_avg";0.38525
425;"Bat_avg";0.38525
426;"Bat_avg";0.38525
427;"Bat_avg";0.38525
428;"Bat_avg";0.38525
429;"Bat_avg";0.38525
430;"Bat_avg";0.38525
431;"Bat_avg";0.38525
432;"Bat_avg";0.38525
433;"Bat_avg";0.36115
434;"Bat_avg";0.313
435;"Bat_avg";0.26485
436;"Bat_avg";0.2167
437;"Bat_avg";0.16855
438;"Bat_avg";0.1204
439;"Bat_avg";0.07225
440;"Bat_avg";0.0241
441;"Bat_avg";0
442;"Bat_avg";0
443;"Bat_avg";0.0241
444;"Bat_avg";0.0482
445;"Bat_avg";0.0723
446;"Bat_avg";0.0964
447;"Bat_avg";0.1205
448;"Bat_avg";0.1446
449;"Bat_avg";0.19275
450;"Bat_avg";0.2409
451;"Bat_avg";0.265
452;"Bat_avg";0.2891
453;"Bat_avg";0.3132
454;"Bat_avg";0.3373
455;"Bat_avg";0.3614
456;"Bat_avg";0.3855
457;"Bat_avg";0.3855
458;"Bat_avg";0.3855
459;"Bat_avg";0.3855
460;"Bat_avg";0.3855
461;"Bat_avg";0.3855
462;"Bat_avg";0.3855
463;"Bat_avg";0.3614
464;"Bat_avg";0.3373
465;"Bat_avg";0.3373
466;"Bat_avg";0.3373
467;"Bat_avg";0.3373
468;"Bat_avg";0.3373
469;"Bat_avg";0.31325
470;"Bat_avg";0.2892
471;"Bat_avg";0.2892
472;"Bat_avg";0.2892
473;"Bat_avg";0.2651
474;"Bat_avg";0.241
475;"Bat_avg";0.2169
476;"Bat_avg";0.1928
477;"Bat_avg";0.1928
478;"Bat_avg";0.1928
479;"Bat_avg";0.1928
480;"Bat_avg";0.1928
481;"Bat_avg";0.2169
482;"Bat_avg";0.241
483;"Bat_avg";0.2651
484;"Bat_avg";0.2892
485;"Bat_avg";0.2892
486;"Bat_avg";0.2892
487;"Bat_avg";0.2892
488;"Bat_avg";0.2892
489;"Bat_avg";0.2892
490;"Bat_avg";0.2651
491;"Bat_avg";0.241
492;"Bat_avg";0.2169
493;"Bat_avg";0.2169
494;"Bat_avg";0.2169
495;"Bat_avg";0.2169
496;"Bat_avg";0.2169
497;"Bat_avg";0.2169
498;"Bat_avg";0.2169
499;"Bat_avg";0.2169
500;"Bat_avg";0.2169
501;"Bat_avg";0.1928
502;"Bat_avg";0.1687
503;"Bat_avg";0.1687
504;"Bat_avg";0.1687
505;"Bat_avg";0.1687
506;"Bat_avg";0.1687
507;"Bat_avg";0.1687
508;"Bat_avg";0.1687
509;"Bat_avg";0.1687
510;"Bat_avg";0.1928
511;"Bat_avg";0.1928
512;"Bat_avg";0.1928
513;"Bat_avg";0.1928
514;"Bat_avg";0.1928
515;"Bat_avg";0.1928
516;"Bat_avg";0.1928
517;"Bat_avg";0.1928
518;"Bat_avg";0.1928
519;"Bat_avg";0.1928
520;"Bat_avg";0.1928
521;"Bat_avg";0.1928
522;"Bat_avg";0.1928
523;"Bat_avg";0.1687
524;"Bat_avg";0.1446
525;"Bat_avg";0.1205
526;"Bat_avg";0.0964
527;"Bat_avg";0.0723
528;"Bat_avg";0.0482
529;"Bat_avg";0.0482
530;"Bat_avg";0.0482
531;"Bat_avg";0.0723
532;"Bat_avg";0.0964
533;"Bat_avg";0.1205
534;"Bat_avg";0.1446
535;"Bat_avg";0.1687
536;"Bat_avg";0.1928
537;"Bat_avg";0.1928
538;"Bat_avg";0.1928
539;"Bat_avg";0.1928
540;"Bat_avg";0.1928
541;"Bat_avg";0.1928
542;"Bat_avg";0.1928
543;"Bat_avg";0.1928
544;"Bat_avg";0.1928
545;"Bat_avg";0.1928
546;"Bat_avg";0.1928
547;"Bat_avg";0.1928
548;"Bat_avg";0.1928
549;"Bat_avg";0.1687
550;"Bat_avg";0.1446
551;"Bat_avg";0.1205
552;"Bat_avg";0.0964
553;"Bat_avg";0.0723
554;"Bat_avg";0.0482
555;"Bat_avg";0.0241
556;"Bat_avg";0
557;"Bat_avg";0
558;"Bat_avg";0
559;"Bat_avg";0
560;"Bat_avg";0
561;"Bat_avg";0
562;"Bat_avg";0
563;"Bat_avg";0
564;"Bat_avg";0
565;"Bat_avg";0
566;"Bat_avg";0
567;"Bat_avg";0
568;"Bat_avg";0
569;"Bat_avg";0
570;"Bat_avg";0
571;"Bat_avg";0
572;"Bat_avg";0
573;"Bat_avg";0
574;"Bat_avg";0
575;"Bat_avg";0
576;"Bat_avg";0
577;"Bat_avg";0
578;"Bat_avg";0
579;"Bat_avg";0
580;"Bat_avg";0
581;"Bat_avg";0
582;"Bat_avg";0.0241
583;"Bat_avg";0.0482
584;"Bat_avg";0.0723
585;"Bat_avg";0.0964
586;"Bat_avg";0.1205
587;"Bat_avg";0.1446
588;"Bat_avg";0.1687
589;"Bat_avg";0.1928
590;"Bat_avg";0.1928
591;"Bat_avg";0.1928
592;"Bat_avg";0.1928
593;"Bat_avg";0.1928
594;"Bat_avg";0.1928
595;"Bat_avg";0.1928
596;"Bat_avg";0.1928
597;"Bat_avg";0.1928
598;"Bat_avg";0.1928
599;"Bat_avg";0.1928
600;"Bat_avg";0.1928
601;"Bat_avg";0.1928
602;"Bat_avg";0.1687
603;"Bat_avg";0.1446
604;"Bat_avg";0.1205
605;"Bat_avg";0.0964
606;"Bat_avg";0.0723
607;"Bat_avg";0.0482
608;"Bat_avg";0.0241
609;"Bat_avg";0
610;"Bat_avg";0
611;"Bat_avg";0
612;"Bat_avg";0
613;"Bat_avg";0
614;"Bat_avg";0
615;"Bat_avg";0
616;"Bat_avg";0
617;"Bat_avg";0
618;"Bat_avg";0
619;"Bat_avg";0
620;"Bat_avg";0
621;"Bat_avg";0
622;"Bat_avg";0
623;"Bat_avg";0
624;"Bat_avg";0
625;"Bat_avg";0
626;"Bat_avg";0
627;"Bat_avg";0
628;"Bat_avg";0
629;"Bat_avg";0
630;"Bat_avg";0
631;"Bat_avg";0
632;"Bat_avg";0
633;"Bat_avg";0
634;"Bat_avg";0
635;"Bat_avg";0
636;"Bat_avg";0
637;"Bat_avg";0
638;"Bat_avg";0
639;"Bat_avg";0
640;"Bat_avg";0
641;"Bat_avg";0
642;"Bat_avg";0
643;"Bat_avg";0
644;"Bat_avg";0
645;"Bat_avg";0
646;"Bat_avg";0.0241
647;"Bat_avg";0.0482
648;"Bat_avg";0.0723
649;"Bat_avg";0.0964
650;"Bat_avg";0.1205
651;"Bat_avg";0.1446
652;"Bat_avg";0.1446
653;"Bat_avg";0.1446
654;"Bat_avg";0.1446
655;"Bat_avg";0.1446
656;"Bat_avg";0.1446
657;"Bat_avg";0.1446
658;"Bat_avg";0.1446
659;"Bat_avg";0.1446
660;"Bat_avg";0.1446
661;"Bat_avg";0.1446
662;"Bat_avg";0.1446
663;"Bat_avg";0.1446
664;"Bat_avg";0.1446
665;"Bat_avg";0.1446
666;"Bat_avg";0.1205
667;"Bat_avg";0.0964
668;"Bat_avg";0.0723
669;"Bat_avg";0.0482
670;"Bat_avg";0.0241
671;"Bat_avg";0
672;"Bat_avg";0
673;"Bat_avg";0
674;"Bat_avg";0
675;"Bat_avg";0
676;"Bat_avg";0
677;"Bat_avg";0
678;"Bat_avg";0
679;"Bat_avg";0
680;"Bat_avg";0
681;"Bat_avg";0
682;"Bat_avg";0
683;"Bat_avg";0
684;"Bat_avg";0
685;"Bat_avg";0.0241
686;"Bat_avg";0.0482
687;"Bat_avg";0.0723
688;"Bat_avg";0.0964
689;"Bat_avg";0.1205
690;"Bat_avg";0.1446
691;"Bat_avg";0.1687
692;"Bat_avg";0.1928
693;"Bat_avg";0.1928
694;"Bat_avg";0.1928
695;"Bat_avg";0.1928
696;"Bat_avg";0.1928
697;"Bat_avg";0.1928
698;"Bat_avg";0.1928
699;"Bat_avg";0.1928
700;"Bat_avg";0.1928
701;"Bat_avg";0.1928
702;"Bat_avg";0.1928
703;"Bat_avg";0.1928
704;"Bat_avg";0.1928
705;"Bat_avg";0.1687
706;"Bat_avg";0.1446
707;"Bat_avg";0.1205
708;"Bat_avg";0.0964
709;"Bat_avg";0.0964
710;"Bat_avg";0.0964
711;"Bat_avg";0.0964
712;"Bat_avg";0.0964
713;"Bat_avg";0.1205
714;"Bat_avg";0.1446
715;"Bat_avg";0.1687
716;"Bat_avg";0.1928
717;"Bat_avg";0.1928
718;"Bat_avg";0.1928
719;"Bat_avg";0.2169
720;"Bat_avg";0.241
721;"Bat_avg";0.28915
722;"Bat_avg";0.3373
723;"Bat_avg";0.38545
724;"Bat_avg";0.4336
725;"Bat_avg";0.48175
726;"Bat_avg";0.5299
727;"Bat_avg";0.554
728;"Bat_avg";0.5781
729;"Bat_avg";0.5781
730;"Bat_avg";0.554
731;"Bat_avg";0.5299
732;"Bat_avg";0.5058
733;"Bat_avg";0.4817
734;"Bat_avg";0.4576
735;"Bat_avg";0.4335
736;"Bat_avg";0.4094
737;"Bat_avg";0.4335
738;"Bat_avg";0.4576
739;"Bat_avg";0.4576
740;"Bat_avg";0.4576
741;"Bat_avg";0.43355
742;"Bat_avg";0.4095
743;"Bat_avg";0.38545
744;"Bat_avg";0.3614
745;"Bat_avg";0.33735
746;"Bat_avg";0.2892
747;"Bat_avg";0.2651
748;"Bat_avg";0.2651
749;"Bat_avg";0.2651
750;"Bat_avg";0.2892
751;"Bat_avg";0.3133
752;"Bat_avg";0.3374
753;"Bat_avg";0.3615
754;"Bat_avg";0.3856
755;"Bat_avg";0.4097
756;"Bat_avg";0.4338
757;"Bat_avg";0.4097
758;"Bat_avg";0.3856
759;"Bat_avg";0.3615
760;"Bat_avg";0.3374
761;"Bat_avg";0.3133
762;"Bat_avg";0.2892
763;"Bat_avg";0.2651
764;"Bat_avg";0.241
765;"Bat_avg";0.2169
766;"Bat_avg";0.2169
767;"Bat_avg";0.2169
768;"Bat_avg";0.1928
769;"Bat_avg";0.1687
770;"Bat_avg";0.1446
771;"Bat_avg";0.1205
772;"Bat_avg";0.0964
773;"Bat_avg";0.0723
774;"Bat_avg";0.0482
775;"Bat_avg";0.0482
776;"Bat_avg";0.0482
777;"Bat_avg";0.0723
778;"Bat_avg";0.0964
779;"Bat_avg";0.1205
780;"Bat_avg";0.1446
781;"Bat_avg";0.1687
782;"Bat_avg";0.1928
783;"Bat_avg";0.24095
784;"Bat_avg";0.26505
785;"Bat_avg";0.28915
786;"Bat_avg";0.31325
787;"Bat_avg";0.33735
788;"Bat_avg";0.36145
789;"Bat_avg";0.38555
790;"Bat_avg";0.40965
791;"Bat_avg";0.40965
792;"Bat_avg";0.40965
793;"Bat_avg";0.40965
794;"Bat_avg";0.40965
795;"Bat_avg";0.38555
796;"Bat_avg";0.36145
797;"Bat_avg";0.33735
798;"Bat_avg";0.31325
799;"Bat_avg";0.28915
800;"Bat_avg";0.26505
801;"Bat_avg";0.24095
802;"Bat_avg";0.21685
803;"Bat_avg";0.1687
804;"Bat_avg";0.1446
805;"Bat_avg";0.1205
806;"Bat_avg";0.0964
807;"Bat_avg";0.0723
808;"Bat_avg";0.0482
809;"Bat_avg";0.0241
810;"Bat_avg";0
811;"Bat_avg";0
812;"Bat_avg";0
813;"Bat_avg";0
814;"Bat_avg";0
815;"Bat_avg";0
816;"Bat_avg";0.0241
817;"Bat_avg";0.0482
818;"Bat_avg";0.0723
819;"Bat_avg";0.0964
820;"Bat_avg";0.1205
821;"Bat_avg";0.1446
822;"Bat_avg";0.1687
823;"Bat_avg";0.1928
824;"Bat_avg";0.2169
825;"Bat_avg";0.241
826;"Bat_avg";0.2651
827;"Bat_avg";0.2892
828;"Bat_avg";0.3133
829;"Bat_avg";0.3374
830;"Bat_avg";0.3615
831;"Bat_avg";0.3856
832;"Bat_avg";0.4097
833;"Bat_avg";0.4338
834;"Bat_avg";0.4579
835;"Bat_avg";0.482
836;"Bat_avg";0.4579
837;"Bat_avg";0.4338
838;"Bat_avg";0.4097
839;"Bat_avg";0.3856
840;"Bat_avg";0.3615
841;"Bat_avg";0.3374
842;"Bat_avg";0.3133
843;"Bat_avg";0.2892
844;"Bat_avg";0.2651
845;"Bat_avg";0.241
846;"Bat_avg";0.2169
847;"Bat_avg";0.2169
848;"Bat_avg";0.2169
849;"Bat_avg";0.2169
850;"Bat_avg";0.2169
851;"Bat_avg";0.2169
852;"Bat_avg";0.2169
853;"Bat_avg";0.2169
854;"Bat_avg";0.2169
855;"Bat_avg";0.1928
856;"Bat_avg";0.2169
857;"Bat_avg";0.241
858;"Bat_avg";0.2651
859;"Bat_avg";0.2892
860;"Bat_avg";0.3133
861;"Bat_avg";0.3374
862;"Bat_avg";0.3615
863;"Bat_avg";0.3856
864;"Bat_avg";0.3856
865;"Bat_avg";0.3856
866;"Bat_avg";0.3856
867;"Bat_avg";0.3615
868;"Bat_avg";0.3374
869;"Bat_avg";0.3133
870;"Bat_avg";0.2892
871;"Bat_avg";0.2651
872;"Bat_avg";0.241
873;"Bat_avg";0.2169
874;"Bat_avg";0.2169
875;"Bat_avg";0.241
876;"Bat_avg";0.241
877;"Bat_avg";0.241
878;"Bat_avg";0.241
879;"Bat_avg";0.241
880;"Bat_avg";0.241
881;"Bat_avg";0.241
882;"Bat_avg";0.2169
883;"Bat_avg";0.1928
884;"Bat_avg";0.1928
885;"Bat_avg";0.1928
886;"Bat_avg";0.1928
887;"Bat_avg";0.1928
888;"Bat_avg";0.1928
889;"Bat_avg";0.1928
890;"Bat_avg";0.1928
891;"Bat_avg";0.1928
892;"Bat_avg";0.1928
893;"Bat_avg";0.1928
894;"Bat_avg";0.1687
895;"Bat_avg";0.1446
896;"Bat_avg";0.1205
897;"Bat_avg";0.0964
898;"Bat_avg";0.0723
899;"Bat_avg";0.0482
900;"Bat_avg";0.0241
901;"Bat_avg";0
902;"Bat_avg";0
903;"Bat_avg";0
904;"Bat_avg";0
905;"Bat_avg";0
906;"Bat_avg";0
907;"Bat_avg";0
908;"Bat_avg";0
909;"Bat_avg";0
910;"Bat_avg";0
911;"Bat_avg";0
912;"Bat_avg";0
913;"Bat_avg";0
914;"Bat_avg";0
915;"Bat_avg";0
916;"Bat_avg";0
917;"Bat_avg";0
918;"Bat_avg";0
919;"Bat_avg";0
920;"Bat_avg";0
921;"Bat_avg";0
922;"Bat_avg";0
923;"Bat_avg";0
924;"Bat_avg";0
925;"Bat_avg";0
926;"Bat_avg";0
927;"Bat_avg";0
928;"Bat_avg";0
929;"Bat_avg";0
930;"Bat_avg";0
931;"Bat_avg";0
932;"Bat_avg";0
933;"Bat_avg";0
934;"Bat_avg";0
935;"Bat_avg";0
936;"Bat_avg";0
937;"Bat_avg";0
938;"Bat_avg";0
939;"Bat_avg";0
940;"Bat_avg";0
941;"Bat_avg";0
942;"Bat_avg";0
943;"Bat_avg";0
944;"Bat_avg";0
945;"Bat_avg";0
946;"Bat_avg";0
947;"Bat_avg";0.0241
948;"Bat_avg";0.0482
949;"Bat_avg";0.0723
950;"Bat_avg";0.0964
951;"Bat_avg";0.1205
952;"Bat_avg";0.1446
953;"Bat_avg";0.1687
954;"Bat_avg";0.1928
955;"Bat_avg";0.1928
956;"Bat_avg";0.1928
957;"Bat_avg";0.1928
958;"Bat_avg";0.1928
959;"Bat_avg";0.1928
960;"Bat_avg";0.1928
961;"Bat_avg";0.2169
962;"Bat_avg";0.241
963;"Bat_avg";0.2651
964;"Bat_avg";0.2892
965;"Bat_avg";0.3133
966;"Bat_avg";0.3374
967;"Bat_avg";0.3374
968;"Bat_avg";0.3374
969;"Bat_avg";0.3133
970;"Bat_avg";0.2892
971;"Bat_avg";0.2651
972;"Bat_avg";0.241
973;"Bat_avg";0.2169
974;"Bat_avg";0.1928
975;"Bat_avg";0.1928
976;"Bat_avg";0.1928
977;"Bat_avg";0.1928
978;"Bat_avg";0.1928
979;"Bat_avg";0.1928
980;"Bat_avg";0.1928
981;"Bat_avg";0.1687
982;"Bat_avg";0.1446
983;"Bat_avg";0.1205
984;"Bat_avg";0.0964
985;"Bat_avg";0.0723
986;"Bat_avg";0.0482
987;"Bat_avg";0.0241
988;"Bat_avg";0
989;"Bat_avg";0
990;"Bat_avg";0
991;"Bat_avg";0
992;"Bat_avg";0
993;"Bat_avg";0
994;"Bat_avg";0
