Location	Bat	Rdog	Pang	Human
68	0	0	0.352112676	0
69	0	0	0.352112676	0
70	0	0	0	0.303214069
71	0	0	0	0.303214069
72	0	0	0	0.303214069
73	0	0	0	0.303214069
74	0	0	0	0.303214069
75	0	0	0	0.303214069
76	0	0	0	0.303214069
77	0	0.418935903	0.704225352	0.303214069
78	0.481695568	0.418935903	1.056338028	0
79	0.481695568	0.418935903	1.056338028	0
80	0.481695568	0.418935903	1.056338028	0
81	1.445086705	0.418935903	1.408450704	0.303214069
82	1.445086705	0.418935903	1.408450704	0.303214069
83	1.445086705	0.418935903	1.408450704	0.303214069
84	1.445086705	0.418935903	1.408450704	0.303214069
85	1.445086705	0.418935903	1.056338028	0
86	1.445086705	0.418935903	0.352112676	0
87	1.926782274	0	0.352112676	0.606428138
88	1.926782274	0	0.704225352	0.606428138
89	1.445086705	0	0.352112676	0.606428138
90	1.445086705	0	0.352112676	0.606428138
91	1.445086705	0	0.352112676	0.606428138
92	1.445086705	0	0.352112676	0.606428138
93	1.445086705	0	0.352112676	0.909642207
94	1.445086705	0	0.352112676	0.909642207
95	0.481695568	0	0.352112676	0.303214069
96	0.481695568	0	0	0.303214069
97	0	0	0	0.303214069
98	0	0	0	0.303214069
99	0	0	0.352112676	0.303214069
100	0	0	0.352112676	0.303214069
101	0	0	0.352112676	0
102	0	0	0.352112676	0
103	0	0	0	0
104	0	0	0	0
105	0	0	0	0
106	0	0	0	0
107	0	0	0	0
108	0	0	0	0
109	0	0	0	0
110	0	0	0	0
111	0	0	0	0
112	0	0	0	0
113	0	0	0	0
114	0	0	0	0
115	0	0	0	0
116	0	0	0	0
117	0	0	0	0
118	0	0	0	0
119	0	0	0	0
120	0	0	0	0
121	0	0	0	0
122	0	0	0	0
123	0.481695568	0	0	0
124	0.481695568	0	0	0
125	0.481695568	0	0	0
126	0.481695568	0	0	0
127	0.481695568	0	0	0
128	0.481695568	0.418935903	0	0
129	0.481695568	0.418935903	0	0
130	0.481695568	0.418935903	0.352112676	0
131	0.481695568	0.418935903	0.704225352	0
132	0.481695568	0.837871806	0.704225352	0
133	3.371868979	1.256807708	1.408450704	0.909642207
134	3.371868979	1.256807708	1.76056338	1.516070346
135	3.371868979	1.675743611	1.76056338	1.516070346
136	3.371868979	1.256807708	1.76056338	1.516070346
137	3.371868979	1.256807708	1.76056338	1.516070346
138	3.371868979	1.256807708	1.408450704	1.819284415
139	3.371868979	1.675743611	1.408450704	1.819284415
140	2.89017341	1.256807708	1.056338028	1.819284415
141	1.445086705	0.837871806	0.352112676	1.212856277
142	0	0.837871806	0	0.303214069
143	0	0.418935903	0	0.303214069
144	0	0.418935903	0	0.303214069
145	0	0.418935903	0	0.303214069
146	0	0.418935903	0	0
147	0	0	0	0
148	0	0	0	0
149	0	0	0	0
150	0	0	0	0
151	0	0	0	0
152	0	0	0	0
153	0	0	0	0
154	0	0	0	0
155	0	0	0	0
156	0	0	0	0
157	0	0	0	0
158	0	0	0	0
159	0	0	0	0
160	0	0	0	0
161	0	0	0	0
162	0	0	0	0
163	0	0	0	0
164	0	0	0	0
165	0	0	0	0
166	0	0	0	0
167	0	0	0	0
168	0	0	0	0
169	0	0	0	0
170	0	0	0	0
171	0	0	0	0
172	0	0	0	0
173	0	0	0	0
174	0	0	0	0
175	0	0	0	0
176	0	0	0	0
177	0	0	0	0
178	0	0	0	0
179	0	0	0	0
180	0	0	0	0
181	0	0	0	0
182	0	0	0	0
183	0	0	0	0
184	0	0	0	0
185	0	0	0	0.303214069
186	0	0	0	0.606428138
187	0	0	0	0.606428138
188	0	0	0	0.606428138
189	0	0	0	0.606428138
190	0	0	0	0.606428138
191	0	0	0	0.606428138
192	0	0	0	0.606428138
193	0	0	0	0.303214069
194	0	0	0	0.303214069
195	0	0	0	0
196	0	0	0	0
197	0	0	0	0
198	0	0	0	0
199	0	0	0	0
200	0	0	0	0
201	0	0	0	0
202	0	0	0	0
203	0	0	0	0
204	0	0	0	0
205	0	0	0	0
206	0	0	0	0
207	0	0	0	0
208	0	0	0	0
209	0	0	0	0
210	0	0	0	0
211	0	0	0	0
212	0	0	0	0
213	0	0	0	0
214	0	0	0	0
215	0	0	0	0
216	0	0	0	0
217	0	0	0	0
218	0	0	0	0
219	0	0	0	0
220	0	0	0	0
221	0	0	0	0
222	0	0	0	0
223	0	0	0	0
224	0	0	0.352112676	0
225	0	0	0.352112676	0
226	0	0	0.352112676	0
227	0	0	0.352112676	0
228	0.481695568	0	0.352112676	0
229	0.481695568	0	0.352112676	2.728926622
230	0.481695568	0	0.352112676	2.728926622
231	0.481695568	0	0.352112676	2.728926622
232	0.481695568	0	0.352112676	2.728926622
233	0.481695568	0	0	2.728926622
234	0.481695568	0	0	2.728926622
235	0.481695568	0	0	2.728926622
236	0	0	0	2.728926622
237	0	0	0	0
238	0	0	0	0
239	0	0	0	0
240	0	0	0	0
241	0	0	0	0
242	0	0	0	0
243	0	0	0	0
244	0	0	0	0
245	0	0	0	0
246	0	0	0	0
247	0	0	0	0
248	0	0	0	0
249	0	0	0	0
250	0	0	0	0
251	0	0	0	0
252	0	0	0	0
253	0	0	0	0
254	0	0	0	0
255	0	0	0	0
256	0	0	0	0.303214069
257	0	0	0	0.303214069
258	0	0	0	0.303214069
259	0	0	0	0.303214069
260	0	0	0	0.303214069
261	0	0	0	0.303214069
262	0	0.418935903	1.408450704	0.606428138
263	0	0.837871806	1.408450704	0.606428138
264	0	0.837871806	1.408450704	0.303214069
265	0	0.837871806	1.408450704	0.303214069
266	0	0.837871806	1.408450704	0.303214069
267	0	0.837871806	1.408450704	0.303214069
268	0.481695568	0.837871806	1.408450704	0.303214069
269	0.481695568	0.837871806	1.408450704	0.303214069
270	0.481695568	0.418935903	0	0
271	0.481695568	0	0	0
272	0.481695568	0	0.352112676	0
273	0.481695568	0	0.704225352	0
274	0.481695568	0.418935903	0.704225352	0
275	0.963391137	0.418935903	0.704225352	0
276	0.963391137	0.418935903	0.704225352	0
277	0.963391137	0.418935903	0.704225352	0
278	0.481695568	2.094679514	0.704225352	0
279	0.481695568	2.094679514	0.704225352	0
280	0.481695568	2.094679514	0.352112676	0
281	0.481695568	2.094679514	0	0
282	0.481695568	2.094679514	0	0
283	0	2.094679514	0	0
284	0	1.675743611	0	0
285	0	1.675743611	0	0
286	0	0	0	0
287	0	0	0	0
288	0	0	0	0
289	0	0	0	0
290	0	0	0	0.303214069
291	0	0	0	0.606428138
292	0	0.418935903	0	0.606428138
293	0	0.418935903	0	0.606428138
294	0	0.418935903	0	0.606428138
295	0	0.418935903	0	0.606428138
296	0	0.418935903	0	0.606428138
297	0	0.418935903	0	0.606428138
298	0	0.418935903	0	0.303214069
299	0	0.418935903	0	0
300	0	0	0	0
301	0	0	0	0
302	0	0	0	0
303	0	0	0	0
304	0	0	0	0
305	0	0	0	0
306	0	0	0	0
307	0	0	0	0
308	0	0	0	0
309	0	0	0	0
310	0	0	0	0
311	0	0.418935903	0	0
312	0	0.418935903	0	0
313	0	0.418935903	0	0
314	0	0.418935903	0	0
315	0	0.418935903	0	0
316	0.963391137	0.418935903	0	0
317	0.963391137	0.418935903	0	0
318	0.963391137	0.418935903	0	0
319	0.963391137	0.418935903	0	0
320	0.963391137	0.418935903	0.352112676	0
321	0.963391137	0.418935903	0.352112676	0
322	0.963391137	0.418935903	0.352112676	0
323	1.445086705	0.418935903	0.352112676	0
324	0.481695568	0.418935903	0.352112676	0
325	0.481695568	0.418935903	0.352112676	0.303214069
326	0.481695568	0.418935903	0.352112676	0.303214069
327	0.481695568	0.418935903	0.352112676	0.303214069
328	0.481695568	0.418935903	0	0.303214069
329	0.481695568	0	0	0
330	0.481695568	0	0	0
331	0	0	0	0
332	0	0	0	0
333	0	0	0	0
334	0	0	0	0
335	0	0	0	0
336	0	0	0	0
337	0	0	0	0
338	0	0	0	0
339	0	0	0	0
340	0	0	0	0
341	0	0	0	0
342	0	0	0	0
343	0	0	0	0
344	0	0	0	0
345	0	0	0	0
346	0	0	0	0
347	0	0	0	0
348	0	0	0	0
349	0	0	0	0
350	0	0	0	0
351	0	0	0	0
352	0	0	0.352112676	0
353	0	0	0.352112676	0
354	0	0	0.352112676	0
355	0	0	0.352112676	0
356	0	0	0.352112676	0
357	0	0	0.352112676	0
358	0	0	0.352112676	0
359	0	0	0.352112676	0
360	0	0	0	0
361	0	0	0	0
362	0	0	0	0
363	0	0	0	0
364	0	0	0	0
365	0	0	0	0.303214069
366	0	0	0	0.303214069
367	0	0	0	0.303214069
368	0	0	0	0.303214069
369	0	0	0	0.303214069
370	0	0	0	0.303214069
371	0	0	0	0.303214069
372	0	0	0	0.303214069
373	0	0	0	0
374	0	0	0	0
375	0	0	0	0
376	0	0	0	0
377	0	0	0	0
378	0	0	0	0
379	0	0	0	0
380	0	0	0	0
381	0	0	0	0
382	0	0	0	0
383	0	0	0	0
384	0	0	0	0
385	0	0	0	0
386	0	0	0	0
387	0	0	0	0
388	0	0	0	0
389	0	0	0	0
390	0	0	0	0
391	0	0	0	0
392	0	0	0	0
393	0	0	0	0
394	0	0	0	0
395	0	0	0	0
396	0	0	0	0
397	0	0	0	0
398	0	0	0	0
399	0.481695568	0	0	0
400	0.481695568	0	0.352112676	0
401	0.481695568	0	0.704225352	0.303214069
402	0.481695568	0.418935903	0.704225352	0.303214069
403	0.481695568	0.418935903	1.056338028	0.303214069
404	0.481695568	0.418935903	1.056338028	0.303214069
405	0.481695568	0.418935903	1.056338028	0.303214069
406	0.481695568	0.418935903	1.056338028	0.303214069
407	0	0.837871806	1.408450704	0.303214069
408	0.481695568	0.837871806	1.056338028	0.303214069
409	0.481695568	0.837871806	0.704225352	0
410	0.963391137	0.418935903	0.704225352	0
411	0.963391137	0.837871806	0.352112676	0
412	0.963391137	0.837871806	0.352112676	0
413	0.963391137	0.837871806	0.352112676	0
414	0.963391137	0.837871806	0.352112676	0
415	0.963391137	0.418935903	0.352112676	0
416	0.481695568	0.837871806	0	0
417	0.481695568	0.837871806	0	0.303214069
418	0	0.837871806	0	0.303214069
419	0	0.418935903	0	0.303214069
420	0	0.418935903	0	0.303214069
421	0	0.418935903	0	0.303214069
422	0	0.418935903	0	0.303214069
423	0	0.418935903	0	0.303214069
424	0	0.418935903	0	0.303214069
425	0.481695568	0	0	0.303214069
426	0.481695568	0	0	0
427	0.481695568	0	0	0
428	0.481695568	0	0	0
429	0.963391137	0	0	0
430	1.445086705	0	0	0
431	1.445086705	0	0	0
432	1.445086705	0	0	0
433	1.445086705	0	0	0
434	0.963391137	0	0	0
435	0.963391137	0	0	0
436	0.963391137	0	0	0
437	0.963391137	0	0	1.516070346
438	0	0	0	1.516070346
439	0	0	0	1.819284415
440	0	0	0	1.819284415
441	0	0	0.704225352	1.819284415
442	0	0	0.704225352	1.819284415
443	0	0	0.704225352	1.819284415
444	0	0	0.704225352	1.819284415
445	0	0	0.704225352	0.303214069
446	0	0	0.704225352	0.303214069
447	0	0	0.704225352	0.303214069
448	0	0.418935903	0.704225352	0
449	0	0.418935903	0	0
450	0	0.418935903	0	0
451	0	0.418935903	0	0
452	0	0.418935903	0	0
453	0	0.418935903	0	0
454	0	0.418935903	0	0
455	0	0.418935903	0	0
456	0	0	0	0
457	0	0	0	0
458	0	0	0	0
459	0	0	0	0
460	0.481695568	0	0	0
461	0.481695568	0	0	0
462	0.481695568	0	0	0
463	0.481695568	0	0	0
464	0.481695568	0	0	0
465	0.481695568	0	0	0
466	0.481695568	0	0	0
467	0.481695568	0	0	0
468	0	0	0	0
469	0	0	0	0
470	0	0	0.352112676	0
471	0	0	0.352112676	0
472	0	0	0.352112676	0
473	0	0	0.352112676	0
474	0	0	0.352112676	0
475	0	0	0.352112676	0
476	0	0	0.352112676	0
477	0	0	0.352112676	0
478	0	0	0	0
479	0	0	0	0
480	0	0	0	0
481	0	0	0	0
482	0	0	0	0
483	0	0	0	0
484	0	0	0	0
485	0	0	0	0
486	0	0	0	0
487	0	0	0	0
488	0	0	0	0
489	0	0	0	0
490	0	0	0	0
491	0	0	0	0
492	0	0	0	0
493	0	0	0	0
494	0	0	0	0
495	0	0	0	0
496	0	0	0	0
497	0	0	0	0.303214069
498	0	0	0	0.303214069
499	0	0	0	0.303214069
500	0	0	0	0.303214069
501	0	0	0	0.606428138
502	0	0	0	0.606428138
503	0	0	0	0.606428138
504	0	0	0	0.606428138
505	0	0	0	0.303214069
506	0	0	0.352112676	0.303214069
507	0	0	0.352112676	0.303214069
508	0	0	0.352112676	0.303214069
509	0	0	0.352112676	0
510	0	0	0.352112676	0
511	0	0	0.352112676	0
512	0	0	0.352112676	0
513	0	0	0.352112676	0
514	0	0	0.352112676	0
515	0	0	0	0.303214069
516	0	0	0	0.303214069
517	0	0	0.352112676	0.303214069
518	0	0	0.352112676	0.303214069
519	0	0	0.352112676	0.303214069
520	0	0	0.352112676	0.303214069
521	0	0	0.352112676	0.303214069
522	0	0	0.352112676	0.303214069
523	0	0	0.352112676	0
524	0	0	0.352112676	0
525	0	0	0	0
526	0	0	0	0
527	0	0	0.352112676	0
528	0	0	0.352112676	0
529	0	0	0.352112676	0
530	0	0	0.352112676	0
531	0	0	0.352112676	0
532	0	0	0.352112676	0
533	0	0	0.352112676	0
534	0	0	0.352112676	0
535	0	0	0	0
536	0	0	0	0
537	0	0	0	0
538	0	0	0	0
539	0	0	0.352112676	0
540	0	0	0.352112676	0
541	0	0	0.352112676	0
542	0.481695568	0	0.352112676	0
543	0.481695568	0	0.352112676	0
544	0.481695568	0	0.352112676	0
545	0.481695568	0	0.352112676	0
546	0.481695568	0	0.352112676	0
547	0.481695568	0	0	0
548	0.481695568	0	0	0
549	0.481695568	0	0	0
550	0	0	0	0
551	0	0	0	0
552	0	0	0	0
553	0	0	0	0
554	0	0	0	0
555	0	0	0	0
556	0	0	0	0
557	0	0	0	0
558	0	0	0	0
559	0	0	0	0
560	0	0	0	0
561	0	0	0	0
562	0	0	0	0
563	0	0	0	0
564	0	0	0	0
565	0	0	0	0
566	0	0	0	0
567	0	0	0	0
568	0	0	0	0
569	0	0	0	0
570	0	0.418935903	0	0
571	0	0.418935903	0	0
572	0	0.418935903	0	0
573	0	0.418935903	0	0
574	0.481695568	0.418935903	0	0
575	0.481695568	0.418935903	0	0
576	0.481695568	0.418935903	0	0
577	0.481695568	0.418935903	0.352112676	0
578	0.963391137	0	0.352112676	0
579	0.963391137	0	0.352112676	0
580	1.445086705	0.418935903	0.352112676	0
581	1.445086705	0.418935903	0.704225352	0
582	0.963391137	0.418935903	0.704225352	0
583	0.963391137	0.418935903	0.704225352	0
584	0.963391137	0.418935903	0.704225352	0
585	0.963391137	0.418935903	0.352112676	0
586	0.481695568	0.418935903	0.352112676	0
587	0.481695568	0.418935903	0.352112676	0
588	0	0	0.352112676	0
589	0	0	0	0
590	0	0	0	0
591	0	0	0	0
592	0	0	0	0
593	0	0	0	0
594	0	0	0.352112676	0
595	0	0	0.352112676	0
596	0	0	0.352112676	0
597	0	0	0.352112676	0
598	0	0	0.352112676	0
599	0	0	0.352112676	0
600	0	0	0.352112676	0
601	0	0	0.352112676	0
602	0	0	0	0
603	0	0	0	0
604	0	0	0	0
605	0	0	0	0
606	0	0	0	0
607	0	0	0	0
608	0	0.418935903	0	0
609	0	0.418935903	0	0
610	0	0.418935903	0	0.303214069
611	0	0.418935903	0	0.303214069
612	0	0.418935903	0	0.303214069
613	0	0.837871806	0	0.303214069
614	0	0.837871806	0	0.303214069
615	0	0.837871806	0	0.303214069
616	0	0.418935903	0	0.303214069
617	0	0.418935903	0	0.303214069
618	0	0.418935903	0	0.303214069
619	0	0.418935903	0	0
620	0	0.418935903	0	0
621	0	0	0	0
622	0	0	0	0
623	0	0	0	0
624	0	0	0	0
625	0	0	0	0
626	0	0	0	0
627	0	0	0	0
628	0	0	0	0
629	0	0	0	0
630	0	0	0	0
631	0	0	0	0
632	0	0	0	0
633	0	0	0	0
634	0	0	0	0
635	0	0	0	0
636	0	0	0	0
637	0	0	0	0
638	0	0	0	0
639	0	0	0	0
640	0	0	0	0
641	0	0	0	0
642	0	0	0	0
643	0	0	0	0
644	0	0	0	0
645	0	0	0	0
646	0	0	0	0
647	0	0	0	0
648	0	0	0	0
649	0	0	0	0
650	0	0	0	0
651	0	0	0	0.303214069
652	0	0.418935903	0	1.212856277
653	0.481695568	0.418935903	0	1.212856277
654	0.963391137	0.837871806	0	1.212856277
655	0.963391137	1.256807708	0	1.212856277
656	0.963391137	1.256807708	0	1.212856277
657	0.963391137	1.256807708	0	1.212856277
658	0.963391137	1.256807708	0.352112676	1.212856277
659	0.963391137	1.256807708	0.352112676	0.909642207
660	0.963391137	0.837871806	0.352112676	0.303214069
661	0.481695568	0.837871806	0.352112676	0.303214069
662	0	0.418935903	0.352112676	0.303214069
663	0	0	0.352112676	0.303214069
664	0	0	0.352112676	0.303214069
665	0	0	0.352112676	0.303214069
666	0	0	0	0.303214069
667	0	0	0	0.303214069
668	0	0	0	0
669	0	0	0	0
670	0	0	0	0
671	0	0	0	0
672	0	0	0	0
673	0	0	0	0
674	0	0	0	0
675	0	0	0	0
676	0	0	0	0
677	0	0	0	0
678	0	0	0	0
679	0	0	0	0
680	0	0	0	0
681	0	0	0	0
682	0	0	0	0
683	0	0	0	0
684	0	0	0	0
685	0	0	0	0
686	0	0	0	0
687	0	0	0	0.606428138
688	0	0	0	0.606428138
689	0.963391137	0	0	0.606428138
690	0.963391137	0	0	0.606428138
691	0.963391137	0	0.352112676	0.606428138
692	0.963391137	0	0.352112676	0.606428138
693	0.963391137	0	0.352112676	0.606428138
694	0.963391137	0	0.352112676	0.606428138
695	0.963391137	0	0.352112676	0.303214069
696	0.963391137	0	0.352112676	0
697	0	0	0.352112676	0
698	0	0	0.352112676	0
699	0	0	0	0
700	0	0	0	0
701	0	0	0	0
702	0	0	0	0
703	0	0	0	0
704	0	0	0	0
705	0	0	0	0
706	0	0	0	0
707	0	0	0	0
708	0	0	0	0
709	0	0	0	0
710	0	0	0	0
711	0	0	0	0
712	0	0	0	0
713	0	0	0	0
714	0.481695568	0.418935903	0.704225352	0.303214069
715	0.481695568	0.418935903	0.704225352	0.303214069
716	0.481695568	0.418935903	0.704225352	0.303214069
717	0.481695568	0.418935903	0.704225352	0.303214069
718	0.481695568	0.418935903	0.704225352	0.303214069
719	0.481695568	0.418935903	0.704225352	0.303214069
720	0.481695568	0.418935903	0.704225352	0.303214069
721	0.481695568	0.418935903	0.704225352	0.303214069
722	0	0	0	0
723	0	0	0	0.303214069
724	0	0	0	0.303214069
725	0	0	0	0.303214069
726	0.963391137	0.418935903	0	0.303214069
727	0.963391137	0.418935903	0	0.303214069
728	1.445086705	0.418935903	0	0.606428138
729	1.926782274	0.837871806	0	0.909642207
730	2.408477842	0.837871806	0.704225352	1.212856277
731	3.371868979	1.256807708	1.056338028	1.212856277
732	3.853564547	2.513615417	1.76056338	0.909642207
733	3.853564547	2.513615417	1.76056338	1.212856277
734	3.853564547	2.93255132	1.76056338	1.212856277
735	3.853564547	2.93255132	2.112676056	1.819284415
736	2.89017341	2.93255132	2.464788732	1.819284415
737	2.89017341	2.93255132	3.169014085	2.425712553
738	2.408477842	3.770423125	3.521126761	2.425712553
739	1.926782274	3.770423125	3.521126761	2.425712553
740	0.481695568	2.094679514	3.873239437	2.425712553
741	0.963391137	2.094679514	3.873239437	2.425712553
742	0.481695568	1.256807708	8.098591549	2.122498484
743	0.481695568	1.675743611	8.098591549	1.516070346
744	0.963391137	1.675743611	8.450704225	1.516070346
745	0.963391137	1.675743611	8.450704225	0.909642207
746	0.963391137	0.418935903	6.690140845	0.303214069
747	0.963391137	0.418935903	6.690140845	0.606428138
748	0.963391137	0.418935903	5.281690141	0.606428138
749	0.963391137	0.837871806	5.281690141	0.606428138
750	0.963391137	0.837871806	1.408450704	0.606428138
751	0.481695568	0.418935903	0.704225352	0.606428138
752	0	0.418935903	0.352112676	0.606428138
753	0	0.418935903	0	0.606428138
754	0	0.418935903	0	0.606428138
755	0	0.418935903	0	0.303214069
756	0	0.418935903	0	0.303214069
757	0	0	0	0
758	0	0.418935903	0	0
759	0	0.418935903	0	0
760	0	0.418935903	0	0
761	0	0.837871806	0	0
762	0	0.837871806	0	0
763	0	0.837871806	0	0
764	0	0.837871806	0	0.303214069
765	0	0.837871806	0	0.303214069
766	0	0.418935903	0	0.303214069
767	0	0.418935903	0	0.303214069
768	0	0.418935903	0	0.303214069
769	0	0	0	0.303214069
770	0	0	0	0.303214069
771	0	0	0	0.303214069
772	0	0	0	0
773	0	0	0	0
774	0	0	0	0
775	0	0	0	0
776	0	0	0	0
777	0	0	0	0
778	0	0	0	0
779	0	0	0	0
780	0	0	0	0
781	0	0	0	0
782	0.481695568	0	0	0
783	0.481695568	0	0	0
784	0.481695568	0	0	0
785	0.481695568	0	0	0
786	0.481695568	0	0	0
787	0.481695568	0	0	0
788	0.481695568	0	0	0
789	0.481695568	0	0	0
790	0	0	0	0
791	0	0	0	0
792	0	0	0	0
793	0	0	0	0
794	0	0	0	0
795	0	0	0	0
796	0	0	0	0
797	0	0	0	0
798	0	0	0	0
799	0	0	0	0
800	0	0	0	0
801	0	0	0	0
802	0	0	0	0
803	0	0	0	0
804	0	0	0	0
805	0	0	0	0
806	0	0	0	0
807	0	0	0	0
808	0	0	0	0
809	0	0	0	0
810	0	0	0	0
811	0	0	0	0
812	0	0	0	0
813	0	0	0	0
814	0	0	0	0
815	0	0	0	0
816	0	0	0	0
817	0	0	0	0
818	0	0	0	0
819	0	0	0	0
820	0	0	0	0
821	0	0	0	0
822	0	0	0	0
823	0	0	0	0
824	0	0	0	0
825	0	0	0	0
826	0	0	0	0
827	0	0	0	0
828	0	0	0	0
829	0	0	0	0
830	0	0	0	0
831	0	0	0	0
832	0	0.418935903	0	0
833	0	0.837871806	0.352112676	0
834	0	0.837871806	0.352112676	0
835	0	0.837871806	1.056338028	0
836	0	1.256807708	1.056338028	0.303214069
837	0	1.256807708	1.056338028	0.303214069
838	0	1.256807708	1.056338028	0.303214069
839	0	1.256807708	1.056338028	0.303214069
840	0	0.837871806	1.056338028	0.303214069
841	0	0.418935903	0.704225352	0.303214069
842	0	0.418935903	0.704225352	0.303214069
843	0	0.837871806	0.704225352	0.303214069
844	0	0.418935903	0	0
845	0	0.418935903	0	0
846	0	0.418935903	0	0
847	0	0.418935903	0	0
848	0	0.418935903	0	0
849	0	0.418935903	0	0
850	0	0.418935903	0	0
851	0	0	0	0
852	0	0	0	0
853	0	0	0	0
854	0	0	0	0
855	0	0	0	0
856	0	0	0	0
857	0	0	0	0.303214069
858	0	0	0	0.303214069
859	0	0	0.352112676	0.303214069
860	0	0	0.352112676	0.303214069
861	0	0	0.352112676	0.303214069
862	0	0	0.704225352	0.303214069
863	0	0	0.704225352	0.303214069
864	0	0	0.704225352	0.303214069
865	0	0	0.704225352	0
866	0	0	0.704225352	0
867	0	0	0.352112676	0
868	0	0	0.352112676	0.303214069
869	0	0	0.352112676	0.303214069
870	0	0	0	0.303214069
871	0	0	0.352112676	0.303214069
872	0	0	0.352112676	0.303214069
873	0	0	0.352112676	0.303214069
874	0	0	0.352112676	0.303214069
875	0	0	0.704225352	0.303214069
876	0	0	0.704225352	0
877	0	0	0.704225352	0
878	0	0	0.704225352	0
879	0	0	0.704225352	0
880	0	0	0.352112676	0
881	0	0	0.352112676	0
882	0	0	0.352112676	0
883	0	0	0	0
884	0	0	0	0
885	0	0	0	0
886	0	0	0	0
887	0	0	0	0
888	0	0	0	0
889	0	0	0	0
890	0	0	0	0
891	0	0	0	0
892	0	0	0	0
893	0.963391137	0	0	0
894	0.963391137	0	0	0
895	0.963391137	0	0	0
896	0.963391137	0	0	0
897	0.963391137	0	0	0.303214069
898	0.963391137	0	0	0.303214069
899	0.963391137	0	0	0.303214069
900	0.963391137	0	0	0.303214069
901	0	0	0	0.303214069
902	0	0	0	0.303214069
903	0	0	0	0.303214069
904	0	0	0	0.303214069
905	0	0	0	0
906	0	0	0	0
907	0	0	0	0
908	0	0	0	0
909	0	0	0	0
910	0	0	0	0
911	0	0	0	0
912	0	0	0	0
913	0	0	0	0
914	0	0	0	0
915	0	0	0	0
916	0	0	0	0
917	0	0	0	0
918	0	0.418935903	0	0
919	0	0.418935903	0	0
920	0	0.418935903	0	0.303214069
921	0	0.418935903	0	0.303214069
922	0	0.418935903	0	0.303214069
923	0	0.418935903	0	0.303214069
924	0	0.418935903	0	0.303214069
925	0	0.418935903	0	0.303214069
926	0	0.418935903	0	0.303214069
927	0	0	0	0.303214069
928	0	0	0	0.303214069
929	0	0	0	0
930	0	0	0	0
931	0	0	0.352112676	0
932	0	0	0.352112676	0
933	0	0	0.352112676	0
934	0	0	0.352112676	0
935	0	0	0.352112676	0
936	0	0	0.352112676	0
937	0	0	0.352112676	0
938	0	0	0.352112676	0
939	0	0	0	0
940	0	0	0	0
941	0	0	0	0
942	0	0	0	0
943	0	0	0	0
944	0	0	0	0
945	0	0	0	0
946	0	0	0	0
947	0	0	0	0
948	0	0	0	0
949	0	0	0	0
950	0	0	0	0
951	0	0	0	0
952	0	0	0.352112676	0
953	0	0	0.352112676	0
954	0	0	0.352112676	0.303214069
955	0	0.837871806	0.352112676	0.303214069
956	0	0.837871806	0.352112676	0.303214069
957	0	0.837871806	0.352112676	0.303214069
958	0.963391137	2.094679514	0.352112676	0.303214069
959	1.445086705	2.513615417	0.352112676	0.303214069
960	1.445086705	2.513615417	0	0.303214069
961	1.445086705	2.513615417	0	0.303214069
962	0.963391137	2.094679514	0	0.606428138
963	0.963391137	1.256807708	0	0.303214069
964	0.963391137	1.256807708	0	0.303214069
